duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,num_failed_logins,land,wrong_fragment,urgent,label
0.03,icmp,private,RSTO,3470.0,141.0,29.0,47.0,2,0,0,0,attack
0.01,icmp,http,S0,3579.0,84.0,33.0,34.0,3,0,0,0,attack
2.6,tcp,http,SF,289.0,219.0,15.0,0.0,0,0,0,0,attack
0.06,udp,http,RSTO,2969.0,125.0,30.0,61.0,1,0,0,0,attack
3.68,udp,private,SF,475.0,577.0,9.0,1.0,0,0,0,0,normal
0.29,udp,dns,S0,193.0,176.0,0.0,3.0,0,0,0,0,normal
0.16,tcp,private,RSTO,1633.0,27.0,42.0,16.0,0,0,2,0,attack
0.58,tcp,smtp,SF,513.0,779.0,4.0,8.0,1,0,0,0,normal
1.89,tcp,ftp,SF,431.0,391.0,0.0,5.0,0,0,0,0,normal
3.3,udp,private,SF,757.0,472.0,13.0,15.0,0,0,0,0,normal
2.41,tcp,private,SF,191.0,524.0,7.0,10.0,0,0,0,0,normal
1.81,udp,private,SF,479.0,626.0,3.0,9.0,0,0,0,0,normal
0.76,icmp,private,S0,4207.0,15.0,46.0,56.0,0,0,0,0,attack
0.69,udp,dns,SF,210.0,234.0,2.0,5.0,0,0,0,0,normal
0.99,icmp,private,SF,275.0,688.0,14.0,6.0,0,0,0,0,normal
5.87,udp,ssh,SF,166.0,530.0,4.0,9.0,0,0,0,0,normal
0.02,icmp,smtp,SF,5073.0,36.0,70.0,49.0,1,0,1,0,attack
0.37,tcp,http,REJ,431.0,590.0,0.0,8.0,1,0,0,0,normal
1.15,tcp,http,SF,472.0,724.0,12.0,16.0,0,0,0,0,normal
2.5,tcp,http,SF,343.0,431.0,13.0,0.0,1,0,0,0,normal
1.43,udp,ftp,SF,616.0,562.0,2.0,10.0,0,0,0,0,normal
3.44,tcp,private,SF,245.0,516.0,9.0,14.0,0,0,0,0,normal
0.49,udp,smtp,RSTO,35.0,317.0,8.0,12.0,1,0,0,0,normal
0.56,icmp,http,S0,3425.0,39.0,50.0,70.0,1,1,1,0,attack
2.28,udp,smtp,SF,385.0,198.0,5.0,0.0,0,0,0,0,normal
0.05,tcp,ssh,SF,279.0,513.0,13.0,10.0,0,0,0,0,normal
3.22,tcp,private,SF,381.0,660.0,12.0,11.0,0,0,0,0,normal
3.07,tcp,http,SF,750.0,168.0,11.0,10.0,0,0,0,0,normal
0.61,icmp,ssh,SF,0.0,443.0,6.0,19.0,0,0,0,0,normal
0.15,icmp,http,REJ,2757.0,104.0,69.0,37.0,1,1,0,0,attack
6.83,tcp,ssh,SF,405.0,386.0,10.0,2.0,0,0,0,0,normal
2.73,tcp,http,SF,131.0,716.0,4.0,8.0,0,0,0,0,normal
1.56,tcp,ftp,SF,558.0,466.0,4.0,4.0,0,0,0,0,normal
1.46,tcp,private,SF,292.0,620.0,5.0,12.0,0,0,0,0,normal
0.63,tcp,http,S0,3697.0,72.0,26.0,51.0,1,0,0,0,attack
5.35,udp,http,SF,363.0,538.0,10.0,16.0,1,0,0,0,normal
0.14,tcp,private,REJ,6612.0,164.0,21.0,52.0,0,0,2,1,attack
1.49,tcp,private,SF,470.0,497.0,1.0,11.0,0,0,0,0,normal
3.94,tcp,ftp,SF,464.0,400.0,4.0,0.0,1,0,0,0,normal
0.38,tcp,ftp,SF,148.0,540.0,9.0,7.0,0,0,0,0,attack
3.21,tcp,ftp,SF,516.0,370.0,4.0,7.0,1,0,0,0,normal
0.66,icmp,private,S0,2458.0,57.0,66.0,33.0,0,0,0,0,attack
5.55,udp,dns,SF,592.0,461.0,2.0,7.0,1,0,0,0,normal
0.19,tcp,ssh,SF,581.0,347.0,17.0,0.0,0,0,0,0,normal
1.45,icmp,ssh,S0,172.0,304.0,16.0,6.0,0,0,0,0,normal
3.68,tcp,ftp,SF,72.0,528.0,10.0,5.0,0,0,0,0,normal
2.75,udp,private,SF,684.0,757.0,7.0,10.0,0,0,0,0,normal
1.08,tcp,ftp,SF,754.0,514.0,9.0,17.0,0,0,0,0,normal
2.4,tcp,smtp,SF,43.0,441.0,8.0,6.0,0,0,0,0,normal
3.63,icmp,ssh,SF,237.0,531.0,0.0,6.0,0,0,0,0,normal
0.37,tcp,private,S0,3523.0,0.0,22.0,52.0,0,0,0,0,attack
0.1,icmp,private,S0,6013.0,27.0,39.0,46.0,0,0,0,0,attack
3.91,tcp,http,SF,43.0,663.0,13.0,12.0,1,0,0,0,normal
2.29,udp,ssh,SF,326.0,521.0,2.0,6.0,1,0,0,0,normal
3.34,tcp,http,SF,130.0,581.0,1.0,6.0,0,0,0,0,normal
0.9,udp,smtp,REJ,0.0,472.0,9.0,10.0,1,0,0,0,normal
0.53,tcp,http,SF,332.0,675.0,2.0,14.0,0,0,0,0,normal
2.84,udp,ftp,SF,392.0,551.0,2.0,7.0,0,0,0,0,normal
1.49,tcp,smtp,SF,195.0,410.0,19.0,5.0,0,0,0,0,normal
5.27,tcp,ssh,SF,837.0,571.0,8.0,0.0,0,0,0,0,normal
1.53,tcp,dns,SF,556.0,661.0,10.0,1.0,0,0,0,0,normal
1.07,tcp,smtp,SF,575.0,632.0,0.0,16.0,0,0,0,0,normal
0.66,tcp,dns,REJ,1120.0,635.0,0.0,13.0,0,0,0,0,normal
0.8,tcp,private,SF,826.0,487.0,5.0,3.0,0,0,0,0,normal
0.02,tcp,dns,SF,0.0,532.0,11.0,8.0,1,0,0,0,normal
3.69,tcp,private,SF,582.0,377.0,14.0,11.0,0,0,0,0,normal
0.32,tcp,http,S0,4620.0,51.0,66.0,66.0,1,0,0,0,attack
0.35,tcp,dns,SF,206.0,422.0,12.0,3.0,0,0,0,0,normal
0.13,icmp,http,REJ,3701.0,37.0,63.0,55.0,3,0,0,0,attack
1.39,tcp,private,SF,838.0,436.0,13.0,1.0,0,0,0,0,normal
0.41,tcp,ssh,SF,249.0,818.0,16.0,4.0,0,0,0,0,normal
0.08,icmp,private,RSTO,4428.0,37.0,25.0,23.0,0,0,0,0,attack
0.4,udp,ssh,SF,1043.0,591.0,7.0,7.0,0,0,0,0,normal
0.18,udp,private,S0,7168.0,83.0,41.0,74.0,1,0,1,0,normal
3.57,tcp,smtp,SF,537.0,445.0,6.0,7.0,1,0,0,0,normal
2.82,tcp,http,SF,284.0,614.0,11.0,6.0,1,0,0,0,normal
0.34,tcp,http,REJ,2258.0,63.0,83.0,61.0,1,0,0,0,attack
5.97,tcp,http,SF,466.0,523.0,11.0,5.0,0,0,0,0,normal
0.1,tcp,http,REJ,4551.0,4.0,73.0,62.0,1,0,0,0,attack
1.62,tcp,ftp,SF,145.0,540.0,3.0,13.0,1,0,0,0,normal
0.01,tcp,private,S0,3164.0,61.0,67.0,77.0,3,0,2,0,attack
2.09,udp,private,RSTO,150.0,619.0,5.0,6.0,0,0,0,0,normal
0.02,icmp,private,S0,3332.0,0.0,72.0,31.0,1,0,0,0,attack
0.2,udp,smtp,SF,152.0,255.0,16.0,3.0,0,0,0,0,normal
3.44,tcp,http,SF,0.0,240.0,7.0,4.0,0,0,0,0,normal
0.05,tcp,http,REJ,4791.0,38.0,78.0,66.0,2,0,0,0,normal
0.43,udp,ssh,SF,350.0,342.0,10.0,16.0,0,0,0,0,normal
5.98,udp,private,S0,353.0,443.0,10.0,2.0,0,0,0,0,normal
0.1,icmp,http,S0,3281.0,0.0,52.0,68.0,2,0,0,0,attack
2.88,tcp,http,SF,172.0,445.0,0.0,14.0,1,0,0,0,normal
6.26,tcp,dns,SF,259.0,520.0,10.0,3.0,0,0,0,0,normal
0.17,tcp,ssh,REJ,0.0,344.0,7.0,11.0,1,0,0,0,normal
3.23,tcp,smtp,SF,72.0,585.0,5.0,21.0,0,0,0,0,normal
2.46,tcp,http,SF,176.0,323.0,3.0,13.0,1,0,0,0,normal
2.63,tcp,private,SF,530.0,446.0,9.0,11.0,0,0,0,0,normal
0.52,tcp,http,SF,72.0,480.0,10.0,0.0,0,0,0,0,normal
3.85,tcp,http,SF,48.0,223.0,14.0,6.0,0,0,0,0,normal
2.29,tcp,http,SF,277.0,481.0,10.0,3.0,1,0,0,0,normal
1.72,icmp,dns,SF,665.0,502.0,8.0,1.0,1,0,0,0,normal
0.48,tcp,http,SF,4552.0,147.0,59.0,37.0,1,0,2,0,attack
1.37,tcp,ftp,SF,742.0,333.0,5.0,13.0,1,0,0,0,normal
3.3,tcp,private,S0,96.0,598.0,3.0,7.0,0,0,0,0,normal
1.78,tcp,dns,REJ,598.0,531.0,16.0,5.0,0,0,0,0,normal
0.07,tcp,ftp,SF,3519.0,31.0,81.0,57.0,0,0,0,0,attack
0.39,icmp,private,REJ,6450.0,45.0,36.0,57.0,1,0,1,0,attack
2.14,tcp,ftp,SF,446.0,236.0,0.0,8.0,0,0,0,0,normal
0.32,tcp,ftp,SF,539.0,641.0,10.0,10.0,0,0,0,0,normal
0.04,tcp,private,SF,222.0,138.0,8.0,5.0,0,0,0,0,normal
3.01,tcp,ssh,RSTO,409.0,851.0,0.0,0.0,0,0,0,0,normal
0.16,tcp,http,RSTO,4024.0,6.0,45.0,25.0,0,0,1,0,attack
1.6,tcp,ssh,SF,0.0,606.0,9.0,11.0,0,0,0,0,normal
0.98,udp,ftp,SF,208.0,566.0,4.0,6.0,0,0,0,0,normal
0.5,tcp,http,REJ,2675.0,86.0,45.0,41.0,3,0,2,0,attack
2.34,tcp,smtp,SF,651.0,705.0,14.0,16.0,1,0,0,0,normal
4.92,icmp,ftp,SF,0.0,585.0,5.0,6.0,0,0,0,0,normal
2.24,udp,smtp,SF,512.0,714.0,3.0,0.0,0,0,0,0,normal
3.62,tcp,ssh,SF,0.0,564.0,11.0,4.0,0,0,0,0,normal
0.37,icmp,private,S0,4853.0,0.0,61.0,57.0,2,0,0,0,attack
2.29,tcp,ftp,REJ,60.0,690.0,1.0,7.0,0,0,0,0,normal
0.56,tcp,http,SF,464.0,622.0,12.0,19.0,0,0,0,0,normal
2.2,tcp,http,SF,0.0,563.0,7.0,4.0,0,0,0,0,normal
3.25,tcp,http,SF,607.0,349.0,6.0,15.0,0,0,0,0,normal
0.11,icmp,private,REJ,3715.0,165.0,31.0,78.0,3,0,0,0,attack
1.78,tcp,ftp,SF,0.0,563.0,2.0,7.0,1,0,0,0,normal
0.39,icmp,private,S0,5483.0,98.0,54.0,24.0,1,0,0,0,attack
0.56,udp,http,SF,260.0,551.0,8.0,6.0,0,0,0,0,normal
5.29,tcp,smtp,SF,239.0,352.0,0.0,0.0,0,0,0,0,normal
0.18,icmp,private,REJ,3133.0,32.0,67.0,69.0,0,0,0,0,attack
0.12,tcp,http,S0,3568.0,0.0,39.0,73.0,3,0,1,0,attack
0.26,tcp,private,S0,473.0,183.0,14.0,7.0,1,0,0,0,normal
0.22,icmp,http,S0,4920.0,46.0,43.0,21.0,0,0,2,0,attack
1.3,tcp,http,SF,237.0,260.0,5.0,13.0,0,0,0,0,normal
0.24,tcp,ftp,S0,4167.0,49.0,41.0,49.0,1,0,0,0,normal
0.62,tcp,smtp,SF,800.0,544.0,11.0,2.0,0,0,0,0,normal
8.03,udp,ssh,RSTO,193.0,543.0,0.0,14.0,0,0,0,0,normal
0.12,tcp,ftp,REJ,5415.0,68.0,49.0,59.0,0,0,1,0,attack
0.04,icmp,http,S0,3586.0,0.0,71.0,77.0,0,0,0,0,attack
1.67,icmp,smtp,SF,260.0,604.0,9.0,10.0,0,0,0,0,normal
2.74,tcp,http,SF,225.0,297.0,11.0,2.0,0,0,0,0,attack
0.43,tcp,http,SF,336.0,326.0,7.0,10.0,1,0,0,0,normal
2.2,tcp,ftp,S0,35.0,808.0,9.0,13.0,0,0,0,0,normal
1.05,tcp,ssh,REJ,184.0,428.0,2.0,13.0,0,0,0,0,attack
0.27,tcp,dns,SF,0.0,555.0,7.0,8.0,0,0,0,0,normal
3.77,udp,http,SF,506.0,458.0,9.0,10.0,0,0,0,0,normal
0.65,tcp,private,SF,915.0,525.0,5.0,8.0,1,0,0,0,normal
0.08,tcp,http,S0,2172.0,0.0,31.0,35.0,1,0,2,1,attack
0.09,icmp,ftp,REJ,4879.0,0.0,34.0,79.0,1,0,0,0,attack
0.08,tcp,http,SF,3836.0,158.0,68.0,31.0,2,0,2,0,attack
0.12,tcp,smtp,SF,716.0,328.0,17.0,5.0,0,0,0,0,normal
1.01,tcp,ssh,S0,33.0,317.0,10.0,8.0,0,0,0,0,normal
3.43,udp,private,SF,0.0,414.0,7.0,0.0,0,0,0,0,normal
0.72,tcp,dns,SF,258.0,435.0,12.0,17.0,0,0,0,0,normal
1.88,tcp,http,S0,851.0,418.0,14.0,4.0,1,0,0,0,normal
0.3,tcp,ftp,SF,717.0,619.0,12.0,4.0,0,0,0,0,normal
0.04,tcp,private,REJ,4358.0,11.0,48.0,40.0,3,0,0,0,attack
0.52,tcp,private,SF,5224.0,94.0,27.0,40.0,1,1,0,0,attack
0.02,icmp,private,SF,5086.0,165.0,47.0,74.0,3,0,0,0,attack
4.13,udp,http,SF,765.0,386.0,1.0,7.0,0,0,0,0,normal
0.36,udp,private,SF,0.0,618.0,12.0,1.0,0,0,0,0,normal
4.26,udp,ftp,SF,201.0,414.0,3.0,8.0,1,0,0,0,normal
0.55,udp,ssh,SF,476.0,635.0,13.0,10.0,1,0,0,0,normal
0.61,icmp,ftp,REJ,3411.0,39.0,57.0,51.0,1,0,1,0,attack
0.04,icmp,private,SF,3445.0,32.0,77.0,47.0,1,0,2,0,attack
0.22,icmp,http,REJ,2930.0,138.0,38.0,35.0,2,1,0,1,attack
0.8,tcp,http,SF,409.0,725.0,3.0,0.0,1,0,0,0,normal
0.4,icmp,smtp,SF,339.0,408.0,6.0,12.0,0,0,0,0,normal
1.71,tcp,ftp,SF,487.0,221.0,4.0,6.0,0,0,0,0,normal
0.01,icmp,private,SF,5930.0,87.0,31.0,64.0,2,0,0,0,attack
0.01,icmp,ftp,REJ,5080.0,35.0,33.0,59.0,2,0,0,0,attack
4.79,tcp,http,SF,51.0,472.0,14.0,14.0,0,0,0,0,normal
8.3,udp,ssh,SF,344.0,561.0,7.0,1.0,0,0,0,0,normal
4.43,udp,ftp,SF,222.0,527.0,8.0,8.0,1,0,0,0,normal
1.1,udp,smtp,SF,514.0,427.0,5.0,7.0,0,0,0,0,normal
0.99,icmp,http,RSTO,3241.0,0.0,20.0,69.0,1,0,0,0,attack
0.79,icmp,http,SF,3574.0,103.0,34.0,50.0,0,0,0,0,attack
3.7,icmp,smtp,SF,165.0,499.0,6.0,5.0,0,0,0,0,normal
0.27,tcp,ftp,S0,5270.0,41.0,22.0,44.0,0,0,0,0,attack
0.88,tcp,http,S0,2389.0,10.0,61.0,37.0,0,0,0,0,attack
0.56,udp,smtp,SF,292.0,450.0,10.0,8.0,0,0,0,0,normal
1.69,tcp,dns,SF,168.0,526.0,9.0,12.0,0,0,0,0,normal
2.12,tcp,ftp,SF,290.0,661.0,9.0,9.0,1,0,0,0,normal
0.81,tcp,ftp,SF,419.0,621.0,1.0,15.0,0,0,0,0,normal
0.26,tcp,smtp,SF,565.0,606.0,13.0,16.0,0,0,0,0,normal
0.22,udp,http,S0,5383.0,1.0,37.0,80.0,2,0,1,0,attack
4.32,tcp,private,SF,228.0,334.0,0.0,9.0,0,0,0,0,normal
0.59,tcp,http,SF,5086.0,69.0,61.0,38.0,2,0,1,0,attack
2.9,tcp,http,S0,78.0,502.0,14.0,0.0,0,0,0,0,normal
0.99,icmp,private,S0,4128.0,43.0,35.0,80.0,3,0,0,0,attack
0.22,tcp,http,REJ,4268.0,85.0,54.0,43.0,2,0,0,0,attack
0.03,tcp,private,S0,4273.0,43.0,35.0,36.0,3,0,0,0,attack
0.46,udp,smtp,SF,372.0,642.0,11.0,8.0,0,0,0,0,normal
2.04,tcp,smtp,SF,229.0,315.0,2.0,7.0,1,0,0,0,normal
1.04,tcp,ssh,SF,283.0,733.0,2.0,6.0,0,0,0,0,normal
14.77,tcp,http,SF,611.0,348.0,9.0,0.0,1,0,0,0,normal
3.45,tcp,ssh,S0,11.0,573.0,5.0,2.0,0,0,0,0,normal
0.14,udp,http,S0,3528.0,0.0,39.0,49.0,2,0,0,0,attack
0.86,tcp,smtp,SF,90.0,399.0,10.0,15.0,0,0,0,0,normal
0.52,tcp,smtp,SF,319.0,318.0,0.0,10.0,1,0,0,0,normal
0.03,icmp,http,REJ,4703.0,38.0,43.0,45.0,1,0,0,0,normal
0.54,icmp,http,S0,5325.0,122.0,35.0,26.0,3,0,2,0,attack
1.11,tcp,private,SF,451.0,458.0,5.0,13.0,0,0,0,0,normal
0.02,icmp,http,REJ,4899.0,0.0,68.0,44.0,0,0,0,0,attack
0.06,icmp,smtp,S0,2541.0,60.0,68.0,25.0,2,1,0,0,normal
0.04,tcp,dns,SF,290.0,283.0,8.0,3.0,0,0,0,0,normal
0.72,tcp,ssh,SF,417.0,326.0,10.0,2.0,1,0,0,0,normal
0.09,tcp,http,S0,1956.0,54.0,25.0,76.0,2,1,0,0,attack
1.34,tcp,http,SF,115.0,383.0,11.0,0.0,0,0,0,0,normal
0.81,udp,ssh,SF,586.0,590.0,7.0,1.0,0,0,0,0,normal
0.52,tcp,ssh,SF,659.0,340.0,7.0,6.0,0,0,0,0,normal
3.84,tcp,http,SF,642.0,256.0,11.0,1.0,0,0,0,0,normal
0.79,icmp,http,S0,4829.0,113.0,20.0,70.0,2,0,1,0,attack
1.34,tcp,ssh,REJ,150.0,534.0,14.0,4.0,1,0,0,0,normal
9.88,tcp,ssh,SF,314.0,757.0,10.0,0.0,0,0,0,0,normal
0.77,tcp,ssh,SF,0.0,737.0,7.0,0.0,0,0,0,0,attack
0.3,tcp,http,SF,259.0,650.0,6.0,8.0,0,0,0,0,normal
0.09,udp,private,S0,4461.0,20.0,26.0,48.0,1,0,0,0,attack
2.77,tcp,http,SF,41.0,515.0,1.0,12.0,1,0,0,0,normal
1.22,tcp,ssh,SF,413.0,508.0,8.0,14.0,1,0,0,0,normal
0.3,tcp,ssh,SF,289.0,619.0,5.0,6.0,0,0,0,0,normal
6.01,udp,private,RSTO,799.0,464.0,3.0,4.0,0,0,0,0,normal
5.61,tcp,dns,SF,0.0,402.0,6.0,12.0,1,0,0,0,normal
2.87,tcp,ftp,SF,121.0,355.0,1.0,9.0,0,0,0,0,normal
0.44,tcp,http,REJ,5127.0,0.0,30.0,24.0,2,0,0,0,attack
0.56,tcp,dns,SF,321.0,452.0,7.0,3.0,0,0,0,0,normal
0.6,tcp,ftp,SF,27.0,598.0,3.0,8.0,0,0,0,0,normal
0.21,icmp,http,RSTO,4071.0,72.0,72.0,76.0,1,0,0,0,attack
0.18,udp,dns,SF,314.0,564.0,9.0,5.0,0,0,0,0,normal
1.37,tcp,ssh,SF,125.0,544.0,11.0,20.0,0,0,0,0,normal
0.25,icmp,dns,S0,4610.0,0.0,37.0,62.0,2,0,1,0,attack
0.0,icmp,smtp,REJ,1312.0,105.0,45.0,73.0,2,0,0,0,attack
0.17,tcp,ftp,SF,0.0,472.0,4.0,14.0,0,0,0,0,normal
0.8,tcp,dns,SF,782.0,584.0,8.0,9.0,0,0,0,0,normal
0.36,tcp,private,REJ,3356.0,54.0,45.0,53.0,0,0,1,0,attack
0.5,tcp,ssh,SF,379.0,577.0,7.0,13.0,1,0,0,0,normal
4.12,udp,private,SF,506.0,648.0,4.0,8.0,0,0,0,0,normal
0.73,tcp,http,SF,403.0,481.0,1.0,8.0,0,0,0,0,normal
0.38,udp,private,SF,36.0,363.0,11.0,5.0,0,0,0,0,normal
0.04,tcp,private,REJ,642.0,503.0,7.0,9.0,0,0,0,0,normal
1.99,tcp,private,SF,437.0,584.0,15.0,12.0,0,0,0,0,normal
4.1,tcp,private,RSTO,0.0,271.0,15.0,13.0,0,0,0,0,normal
4.3,icmp,private,SF,699.0,312.0,15.0,4.0,0,0,0,0,normal
0.61,icmp,http,SF,3556.0,152.0,71.0,66.0,3,0,1,0,attack
1.62,tcp,ftp,REJ,696.0,338.0,6.0,19.0,0,0,0,0,normal
0.02,tcp,http,SF,218.0,602.0,4.0,6.0,0,0,0,0,attack
1.25,tcp,dns,SF,382.0,796.0,3.0,12.0,0,0,0,0,normal
0.61,icmp,smtp,S0,5103.0,76.0,41.0,63.0,2,0,1,0,attack
0.34,tcp,http,SF,0.0,363.0,7.0,9.0,1,0,0,0,normal
5.01,tcp,ssh,SF,302.0,614.0,13.0,12.0,1,0,0,0,attack
0.28,udp,ssh,SF,826.0,530.0,0.0,8.0,1,0,0,0,normal
0.05,tcp,http,REJ,2606.0,52.0,29.0,62.0,3,0,0,0,attack
0.49,udp,ssh,S0,340.0,417.0,14.0,11.0,0,0,0,0,normal
0.16,tcp,smtp,REJ,597.0,599.0,14.0,11.0,0,0,0,0,normal
0.81,tcp,ftp,SF,71.0,327.0,13.0,6.0,0,0,0,0,normal
0.3,icmp,http,REJ,2705.0,93.0,51.0,32.0,0,0,0,0,attack
2.89,udp,private,SF,226.0,372.0,5.0,0.0,0,0,0,0,normal
1.07,tcp,ssh,SF,0.0,348.0,14.0,9.0,0,0,0,0,normal
0.3,icmp,ftp,REJ,2510.0,97.0,74.0,75.0,0,0,0,0,attack
0.35,udp,dns,SF,556.0,409.0,6.0,5.0,0,0,0,0,normal
8.46,tcp,dns,SF,0.0,590.0,12.0,11.0,0,0,0,0,normal
6.09,udp,ftp,SF,69.0,387.0,0.0,0.0,0,0,0,0,normal
0.91,udp,http,SF,0.0,350.0,4.0,7.0,0,0,0,0,normal
0.05,udp,private,SF,219.0,651.0,7.0,10.0,0,0,0,0,normal
3.2,tcp,smtp,SF,139.0,387.0,9.0,13.0,0,0,0,0,normal
0.44,tcp,ftp,RSTO,5061.0,0.0,66.0,62.0,2,0,0,0,attack
2.06,udp,ssh,SF,534.0,784.0,9.0,16.0,1,0,0,0,normal
8.66,tcp,ftp,SF,123.0,547.0,4.0,10.0,1,0,0,0,normal
0.15,tcp,http,RSTO,3204.0,90.0,70.0,22.0,0,0,2,0,attack
2.15,udp,dns,SF,505.0,769.0,9.0,3.0,0,0,0,0,normal
1.18,icmp,smtp,SF,479.0,743.0,2.0,3.0,1,0,0,0,normal
2.38,tcp,smtp,SF,328.0,562.0,7.0,3.0,0,0,0,0,attack
1.14,tcp,smtp,SF,0.0,794.0,0.0,15.0,0,0,0,0,normal
0.04,icmp,private,RSTO,2797.0,49.0,33.0,48.0,3,0,1,0,attack
0.15,udp,ssh,S0,2717.0,51.0,41.0,46.0,2,0,1,0,attack
1.38,tcp,ftp,SF,446.0,365.0,11.0,15.0,1,0,0,0,normal
0.1,tcp,ftp,SF,402.0,407.0,0.0,0.0,1,0,0,0,normal
3.84,udp,http,SF,475.0,371.0,9.0,0.0,0,0,0,0,normal
0.07,icmp,http,S0,4653.0,0.0,21.0,40.0,1,0,1,0,attack
1.06,tcp,smtp,SF,0.0,391.0,13.0,9.0,0,0,0,0,normal
0.19,udp,ftp,SF,406.0,664.0,4.0,11.0,1,0,0,0,normal
1.51,tcp,private,SF,3031.0,111.0,34.0,23.0,3,0,1,0,attack
0.88,tcp,ftp,SF,577.0,518.0,7.0,0.0,0,0,0,0,normal
3.4,tcp,dns,SF,100.0,707.0,12.0,9.0,0,0,0,0,attack
8.08,tcp,smtp,SF,550.0,502.0,4.0,7.0,0,0,0,0,normal
1.88,udp,ftp,SF,1119.0,478.0,7.0,17.0,0,0,0,0,normal
1.63,udp,dns,SF,486.0,271.0,3.0,4.0,0,0,0,0,normal
0.75,tcp,dns,SF,634.0,595.0,13.0,2.0,0,0,0,0,normal
0.22,tcp,ftp,S0,4575.0,39.0,33.0,22.0,0,0,0,0,attack
0.07,tcp,dns,SF,531.0,465.0,8.0,12.0,1,0,0,0,normal
0.27,udp,ssh,SF,433.0,483.0,9.0,9.0,0,0,0,0,normal
1.6,tcp,ssh,SF,721.0,309.0,5.0,7.0,0,0,0,0,normal
2.9,tcp,ssh,REJ,225.0,650.0,0.0,14.0,0,0,0,0,normal
6.3,udp,ftp,SF,388.0,715.0,5.0,0.0,0,0,0,0,normal
0.21,tcp,private,S0,5742.0,35.0,63.0,63.0,2,0,0,0,attack
0.58,tcp,dns,SF,425.0,377.0,8.0,13.0,0,0,0,0,normal
1.17,udp,http,SF,65.0,386.0,0.0,9.0,0,0,0,0,normal
0.14,tcp,private,RSTO,3875.0,18.0,73.0,40.0,0,0,0,0,attack
0.18,tcp,http,S0,1466.0,37.0,57.0,83.0,1,0,0,0,attack
3.19,tcp,private,SF,234.0,350.0,10.0,10.0,0,0,0,0,normal
1.69,tcp,ftp,REJ,380.0,474.0,4.0,3.0,0,0,0,0,normal
0.4,tcp,http,REJ,3815.0,48.0,21.0,32.0,1,0,0,0,attack
0.66,tcp,smtp,S0,4081.0,199.0,52.0,36.0,3,0,0,0,attack
1.21,udp,smtp,SF,168.0,598.0,15.0,8.0,0,0,0,0,normal
0.09,tcp,http,S0,4994.0,0.0,76.0,69.0,0,0,0,0,attack
0.27,tcp,private,S0,3142.0,160.0,54.0,27.0,0,0,0,0,attack
0.23,tcp,http,SF,127.0,749.0,5.0,11.0,0,0,0,0,normal
0.01,icmp,dns,S0,5205.0,22.0,18.0,29.0,1,0,1,0,attack
1.94,udp,http,S0,264.0,507.0,10.0,11.0,0,0,0,0,normal
0.11,tcp,ssh,SF,533.0,463.0,17.0,9.0,1,0,0,0,normal
0.79,icmp,private,RSTO,1702.0,5.0,46.0,51.0,2,0,0,0,attack
0.06,icmp,private,S0,5528.0,85.0,24.0,32.0,0,1,0,0,attack
2.63,tcp,dns,SF,540.0,621.0,11.0,1.0,0,0,0,0,normal
1.0,tcp,ftp,SF,101.0,507.0,11.0,13.0,0,0,0,0,normal
0.22,tcp,http,SF,196.0,225.0,8.0,4.0,0,0,0,0,normal
2.78,tcp,ssh,SF,279.0,474.0,1.0,11.0,0,0,0,0,normal
2.64,udp,ftp,REJ,376.0,699.0,2.0,4.0,0,0,0,0,normal
6.54,tcp,private,SF,279.0,591.0,1.0,10.0,1,0,0,0,normal
1.25,tcp,ftp,SF,16.0,627.0,2.0,11.0,0,0,0,0,normal
1.65,icmp,private,S0,177.0,478.0,15.0,10.0,0,0,0,0,normal
0.33,tcp,ftp,SF,286.0,471.0,11.0,8.0,0,0,0,0,normal
1.32,udp,ftp,SF,0.0,494.0,13.0,0.0,0,0,0,0,normal
0.13,tcp,dns,SF,247.0,147.0,1.0,16.0,0,0,0,0,normal
0.16,icmp,private,S0,4585.0,69.0,55.0,59.0,3,0,1,0,attack
1.77,tcp,ftp,SF,576.0,319.0,0.0,15.0,0,0,0,0,normal
0.23,tcp,ssh,SF,334.0,582.0,12.0,0.0,0,0,0,0,normal
2.93,udp,ftp,SF,210.0,526.0,4.0,8.0,0,0,0,0,normal
1.38,tcp,private,SF,443.0,304.0,3.0,5.0,1,0,0,0,normal
3.75,tcp,private,SF,270.0,419.0,12.0,10.0,0,0,0,0,normal
0.3,tcp,private,S0,2754.0,7.0,28.0,66.0,1,0,0,0,attack
0.14,tcp,ftp,SF,75.0,422.0,14.0,3.0,0,0,0,0,normal
0.6,tcp,smtp,SF,39.0,737.0,1.0,13.0,1,0,0,0,normal
1.91,tcp,smtp,SF,546.0,616.0,5.0,17.0,0,0,0,0,normal
1.35,udp,ftp,SF,296.0,644.0,12.0,14.0,0,0,0,0,normal
2.35,tcp,ssh,SF,0.0,353.0,4.0,15.0,0,0,0,0,normal
1.81,tcp,ssh,SF,345.0,556.0,6.0,5.0,1,0,0,0,normal
2.14,tcp,dns,SF,667.0,640.0,0.0,4.0,0,0,0,0,normal
0.32,icmp,private,RSTO,5146.0,52.0,53.0,76.0,2,0,0,0,attack
0.13,udp,http,RSTO,2977.0,16.0,74.0,49.0,2,0,0,0,attack
